ISO3,year,population,built_up_km2,built_up_per_capita_m2
TCD,2015,6391903.8538954,171.61541755555555,26.84887343087435
TCD,2020,7011821.857204861,192.19507377777776,27.410147846282126
TGO,1975,1422316.5890028211,57.68812644444444,40.55927273188123
TGO,1980,1632799.326171875,67.59847633333332,41.40035780870823
TGO,1985,1948637.728732639,82.07160055555556,42.1174235443617
TGO,1990,2296060.123263889,98.82273344444444,43.04013315817106
TGO,1995,2655101.144205729,123.920796,46.672721402886815
TGO,2000,3197556.2057834202,153.07236866666668,47.8716741209442
TGO,2005,3729427.9675564235,174.1006361111111,46.68293304648123
TGO,2010,4264557.187282986,201.1794458888889,47.174756265154784
TGO,2015,4780730.7284071185,230.22609355555554,48.1570928451484
TGO,2020,5230671.519314236,249.59017322222223,47.71665976359085
TZA,1975,4733595.819241636,380.81376766666665,80.44915159817687
TZA,1980,5928203.000998603,424.19602999999995,71.55558436992531
TZA,1985,7161576.90560574,487.3245616666666,68.04710304586861
TZA,1990,8546168.527492946,562.0510872222222,65.76644088097596
TZA,1995,10218489.426296657,624.6658445555555,61.13093809619416
TZA,2000,11859591.024902344,703.7662277777778,59.34152588398999
TZA,2005,13928563.706542969,785.9215527777777,56.42516840473578
TZA,2010,16338164.667209202,897.8848754444444,54.95628754718729
TZA,2015,19364169.636067707,1022.862799,52.822445693453105
TZA,2020,22728091.777669273,1094.799278,48.16943229152473
UGA,1975,4577252.980678982,191.91446133333332,41.92786855859233
UGA,1980,5264494.694444444,222.68974033333333,42.30030672617736
UGA,1985,6096521.347832574,271.79390266666667,44.5818011878683
UGA,1990,7229214.747775608,335.0333826666666,46.344367176221276
UGA,1995,8590076.56157769,391.7235832222222,45.601873326059916
UGA,2000,10022381.25922309,470.20672099999996,46.915668925216
UGA,2005,11602116.546006944,540.000351,46.543262072802555
UGA,2010,13246284.262803819,638.4924224444444,48.20162468031588
UGA,2015,15102701.506293403,757.5018111111111,50.15670943343844
UGA,2020,17363728.20768229,868.277005,50.00521746336973
ZAF,1975,16419140.736165365,1449.0911172222222,88.25620904938125
ZAF,1980,18753734.97454834,1613.7509625555556,86.04957704402138
ZAF,1985,21390631.33296712,1841.079849888889,86.06944887369579
ZAF,1990,25061299.960869685,2108.7959254444445,84.14551235319337
ZAF,1995,28479641.400661893,2369.231291,83.19034842008007
ZAF,2000,31254110.84247504,2691.8787695555557,86.12879064526871
ZAF,2005,33579917.184543185,2846.210686111111,84.75931225408799
ZAF,2010,36111159.25526258,3040.438817888889,84.19665501172736
ZAF,2015,39356769.881510414,3257.62397,82.77162937424937
ZAF,2020,42335170.63113064,3451.993393,81.53961213661955
ZMB,1975,2313301.9934014217,210.04692577777777,90.79961301072066
ZMB,1980,2797597.339782715,234.09116344444445,83.67578854740617
ZMB,1985,3232925.6238064235,265.696755,82.18461725301634
ZMB,1990,3677198.201388889,300.304689,81.66671268537388
ZMB,1995,4186575.6476236978,327.7305666666666,78.28129580142344
ZMB,2000,4766864.981092664,358.5206638888889,75.21099618112291
ZMB,2005,5692709.996826172,390.517584,68.59959214815497
ZMB,2010,6859927.28374566,430.381083,62.738432230873904
ZMB,2015,8074586.928819445,471.19032088888895,58.354727621686514
ZMB,2020,9316373.602864584,491.5261791111111,52.75938901376577
ZWE,1975,1937089.5129152935,97.701754,50.43739762596731
ZWE,1980,2269749.794313219,110.36996866666667,48.626491317763254
ZWE,1985,2819672.7378849452,127.680483,45.2820220178367
ZWE,1990,3460003.1785329184,147.155774,42.530531449510335
ZWE,1995,3956010.7837592233,168.22916244444443,42.52495042103592
ZWE,2000,4311688.265428332,193.50712488888888,44.87966498887542
ZWE,2005,4503020.4716796875,209.42388077777775,46.50742364927775
ZWE,2010,4656145.620930989,230.4314567777778,49.489744423350615
ZWE,2015,4895089.452012803,259.52699099999995,53.017823993652556
ZWE,2020,4860522.838053386,307.2978987777778,63.22321878048185
