ISO3,year,population,built_up_km2,population_density
TGO,1975,1422316.5890028211,57.68812644444444,24655.27443281693
TGO,1980,1632799.326171875,67.59847633333332,24154.380612373792
TGO,1985,1948637.728732639,82.07160055555556,23743.142762441625
TGO,1990,2296060.123263889,98.82273344444444,23234.128861196437
TGO,1995,2655101.144205729,123.920796,21425.791553225088
TGO,2000,3197556.2057834202,153.07236866666668,20889.179632063315
TGO,2005,3729427.9675564235,174.1006361111111,21421.10477515028
TGO,2010,4264557.187282986,201.1794458888889,21197.777777150728
TGO,2015,4780730.7284071185,230.22609355555554,20765.373092922186
TGO,2020,5230671.519314236,249.59017322222223,20957.041103766194
TZA,1975,4733595.819241636,380.81376766666665,12430.211880850486
TZA,1980,5928203.000998603,424.19602999999995,13975.149651915894
TZA,1985,7161576.90560574,487.3245616666666,14695.702759394893
TZA,1990,8546168.527492946,562.0510872222222,15205.323362561143
TZA,1995,10218489.426296657,624.6658445555555,16358.329041612682
TZA,2000,11859591.024902344,703.7662277777778,16851.605770214857
TZA,2005,13928563.706542969,785.9215527777777,17722.58777903922
TZA,2010,16338164.667209202,897.8848754444444,18196.28007334678
TZA,2015,19364169.636067707,1022.862799,18931.346075934187
TZA,2020,22728091.777669273,1094.799278,20760.053677774962
UGA,1975,4577252.980678982,191.91446133333332,23850.484996692463
UGA,1980,5264494.694444444,222.68974033333333,23640.490516376194
UGA,1985,6096521.347832574,271.79390266666667,22430.67739201444
UGA,1990,7229214.747775608,335.0333826666666,21577.595313742633
UGA,1995,8590076.56157769,391.7235832222222,21928.923683679768
UGA,2000,10022381.25922309,470.20672099999996,21314.840498043606
UGA,2005,11602116.546006944,540.000351,21485.38704562239
UGA,2010,13246284.262803819,638.4924224444444,20746.1886737683
UGA,2015,15102701.506293403,757.5018111111111,19937.512075569313
UGA,2020,17363728.20768229,868.277005,19997.913232404775
ZAF,1975,16419140.736165365,1449.0911172222222,11330.647563170069
ZAF,1980,18753734.97454834,1613.7509625555556,11621.207614866236
ZAF,1985,21390631.33296712,1841.079849888889,11618.524494881669
ZAF,1990,25061299.960869685,2108.7959254444445,11884.175068096183
ZAF,1995,28479641.400661893,2369.231291,12020.625216646225
ZAF,2000,31254110.84247504,2691.8787695555557,11610.51946170491
ZAF,2005,33579917.184543185,2846.210686111111,11798.113663336968
ZAF,2010,36111159.25526258,3040.438817888889,11876.956392872315
ZAF,2015,39356769.881510414,3257.62397,12081.43427355442
ZAF,2020,42335170.63113064,3451.993393,12263.977885061566
ZMB,1975,2313301.9934014217,210.04692577777777,11013.262797517986
ZMB,1980,2797597.339782715,234.09116344444445,11950.888271981497
ZMB,1985,3232925.6238064235,265.696755,12167.727166281815
ZMB,1990,3677198.201388889,300.304689,12244.891059256452
ZMB,1995,4186575.6476236978,327.7305666666666,12774.443623630157
ZMB,2000,4766864.981092664,358.5206638888889,13295.92813252736
ZMB,2005,5692709.996826172,390.517584,14577.34614282099
ZMB,2010,6859927.28374566,430.381083,15939.193321249346
ZMB,2015,8074586.928819445,471.19032088888895,17136.572146870367
ZMB,2020,9316373.602864584,491.5261791111111,18953.972339199834
ZWE,1975,1937089.5129152935,97.701754,19826.558210155505
ZWE,1980,2269749.794313219,110.36996866666667,20564.92197771835
ZWE,1985,2819672.7378849452,127.680483,22083.819481517356
ZWE,1990,3460003.1785329184,147.155774,23512.52067440397
ZWE,1995,3956010.7837592233,168.22916244444443,23515.606487464065
ZWE,2000,4311688.265428332,193.50712488888888,22281.80625340844
ZWE,2005,4503020.4716796875,209.42388077777775,21501.943593805798
ZWE,2010,4656145.620930989,230.4314567777778,20206.20659192923
ZWE,2015,4895089.452012803,259.52699099999995,18861.581345166538
ZWE,2020,4860522.838053386,307.2978987777778,15816.973879044544
