ISO3_Code,Category,Year,Cities,Pop
SDN,500k-1 million,1971.0,1.0,693835.0
SDN,50k-100k,1971.0,23.0,1593250.0
SEN,100k-250k,1971.0,2.0,267841.0
SEN,500k-1 million,1971.0,1.0,781176.0
SEN,50k-100k,1971.0,6.0,430850.0
SLE,250k-500k,1971.0,1.0,257471.0
SLE,50k-100k,1971.0,4.0,267056.0
SOM,100k-250k,1971.0,4.0,568093.0
SOM,250k-500k,1971.0,1.0,320698.0
SOM,50k-100k,1971.0,3.0,228616.0
SSA,1-2.5 millions,1971.0,2.0,3210831.0
SSA,100k-250k,1971.0,83.0,12625750.0
SSA,250k-500k,1971.0,24.0,8346286.0
SSA,500k-1 million,1971.0,13.0,9394593.0
SSA,50k-100k,1971.0,192.0,13455138.0
SSD,100k-250k,1971.0,1.0,162137.0
SSD,50k-100k,1971.0,2.0,139566.0
TCD,100k-250k,1971.0,2.0,293040.0
TCD,50k-100k,1971.0,4.0,241240.0
TGO,100k-250k,1971.0,1.0,165731.0
TGO,50k-100k,1971.0,3.0,195467.0
TZA,100k-250k,1971.0,1.0,217373.0
TZA,50k-100k,1971.0,2.0,151184.0
UGA,500k-1 million,1971.0,1.0,528101.0
ZAF,1-2.5 millions,1971.0,1.0,1083453.0
ZAF,100k-250k,1971.0,5.0,984040.0
ZAF,250k-500k,1971.0,2.0,829327.0
ZAF,500k-1 million,1971.0,1.0,839443.0
ZAF,50k-100k,1971.0,5.0,373108.0
ZMB,100k-250k,1971.0,1.0,178205.0
ZMB,50k-100k,1971.0,3.0,224882.0
ZWE,250k-500k,1971.0,2.0,679208.0
AFE,1-2.5 millions,1972.0,1.0,1107730.0
AFE,100k-250k,1972.0,43.0,6692626.0
AFE,250k-500k,1972.0,12.0,4246395.0
AFE,500k-1 million,1972.0,8.0,5976207.0
AFE,50k-100k,1972.0,89.0,6618427.0
AFW,1-2.5 millions,1972.0,1.0,2248646.0
AFW,100k-250k,1972.0,43.0,6520183.0
AFW,250k-500k,1972.0,13.0,4305914.0
AFW,500k-1 million,1972.0,7.0,4953819.0
AFW,50k-100k,1972.0,98.0,6972023.0
AGO,100k-250k,1972.0,5.0,705755.0
AGO,500k-1 million,1972.0,1.0,879513.0
AGO,50k-100k,1972.0,7.0,521027.00000000006
BDI,50k-100k,1972.0,1.0,70472.0
BEN,100k-250k,1972.0,1.0,164508.0
BEN,250k-500k,1972.0,1.0,312865.0
BFA,50k-100k,1972.0,3.0,220609.0
CAF,250k-500k,1972.0,1.0,322440.0
CIV,100k-250k,1972.0,1.0,142515.0
CIV,500k-1 million,1972.0,1.0,802362.0
CIV,50k-100k,1972.0,1.0,86618.0
CMR,100k-250k,1972.0,5.0,593257.0
CMR,250k-500k,1972.0,2.0,671783.0
CMR,50k-100k,1972.0,8.0,544551.0
COD,100k-250k,1972.0,15.0,2348338.0
COD,250k-500k,1972.0,3.0,1019090.0
COD,500k-1 million,1972.0,2.0,1668682.0
COD,50k-100k,1972.0,15.0,1117145.0
COG,250k-500k,1972.0,2.0,875212.0
COG,50k-100k,1972.0,2.0,136325.0
COM,50k-100k,1972.0,1.0,67805.0
CPV,50k-100k,1972.0,1.0,66479.0
ERI,100k-250k,1972.0,1.0,170599.0
ERI,250k-500k,1972.0,1.0,276077.0
ERI,50k-100k,1972.0,1.0,67379.0
ETH,100k-250k,1972.0,3.0,395947.0
ETH,500k-1 million,1972.0,1.0,760223.0
ETH,50k-100k,1972.0,22.0,1587404.0
GAB,50k-100k,1972.0,1.0,66618.0
GHA,100k-250k,1972.0,1.0,174735.0
GHA,250k-500k,1972.0,1.0,376749.0
GHA,500k-1 million,1972.0,1.0,775539.0
GHA,50k-100k,1972.0,3.0,222657.0
GIN,500k-1 million,1972.0,1.0,518789.99999999994
GMB,50k-100k,1972.0,1.0,78737.0
GNB,50k-100k,1972.0,1.0,65311.00000000001
KEN,100k-250k,1972.0,1.0,184387.0
KEN,250k-500k,1972.0,1.0,471016.0
MLI,250k-500k,1972.0,1.0,281143.0
MLI,50k-100k,1972.0,1.0,60936.0
MOZ,100k-250k,1972.0,1.0,104770.0
MOZ,250k-500k,1972.0,1.0,401434.0
MOZ,50k-100k,1972.0,4.0,319551.0
MUS,250k-500k,1972.0,1.0,399032.0
NER,100k-250k,1972.0,2.0,249294.0
NER,50k-100k,1972.0,2.0,151945.0
NGA,1-2.5 millions,1972.0,1.0,2248646.0
NGA,100k-250k,1972.0,28.0,4434451.0
NGA,250k-500k,1972.0,3.0,930248.0
NGA,500k-1 million,1972.0,3.0,2036976.0
NGA,50k-100k,1972.0,57.0,4088712.0
SDN,100k-250k,1972.0,6.0,823390.0
SDN,500k-1 million,1972.0,1.0,738014.0
SDN,50k-100k,1972.0,23.0,1695186.0
SEN,100k-250k,1972.0,2.0,277441.0
SEN,250k-500k,1972.0,1.0,264933.0
SEN,500k-1 million,1972.0,1.0,820152.0
SEN,50k-100k,1972.0,6.0,449970.0
SLE,250k-500k,1972.0,1.0,270541.0
SLE,50k-100k,1972.0,4.0,277201.0
SOM,100k-250k,1972.0,4.0,594665.0
SOM,250k-500k,1972.0,1.0,351105.0
SOM,50k-100k,1972.0,3.0,238887.0
SSA,1-2.5 millions,1972.0,2.0,3356376.0
SSA,100k-250k,1972.0,86.0,13212809.0
SSA,250k-500k,1972.0,25.0,8552309.0
SSA,500k-1 million,1972.0,15.0,10930026.0
SSA,50k-100k,1972.0,187.0,13590450.0
SSD,100k-250k,1972.0,1.0,170735.0
SSD,50k-100k,1972.0,2.0,147308.0
TCD,100k-250k,1972.0,2.0,308778.0
TCD,50k-100k,1972.0,4.0,250955.0
TGO,100k-250k,1972.0,1.0,175204.0
TGO,50k-100k,1972.0,3.0,204399.0
TZA,100k-250k,1972.0,1.0,237817.0
TZA,50k-100k,1972.0,2.0,161880.0
UGA,500k-1 million,1972.0,1.0,547080.0
ZAF,1-2.5 millions,1972.0,1.0,1107730.0
ZAF,100k-250k,1972.0,4.0,767844.0
ZAF,250k-500k,1972.0,2.0,617430.0
ZAF,500k-1 million,1972.0,2.0,1382695.0
ZAF,50k-100k,1972.0,5.0,391719.0
ZMB,100k-250k,1972.0,1.0,188379.0
ZMB,50k-100k,1972.0,3.0,232664.0
ZWE,250k-500k,1972.0,2.0,711211.0
AFE,1-2.5 millions,1973.0,1.0,1132006.0
AFE,100k-250k,1973.0,48.0,7200350.0
AFE,250k-500k,1973.0,14.0,4959734.0
AFE,500k-1 million,1973.0,8.0,6262512.0
AFE,50k-100k,1973.0,82.0,6231187.0
AFW,1-2.5 millions,1973.0,1.0,2369914.0
AFW,100k-250k,1973.0,45.0,6857593.0
AFW,250k-500k,1973.0,13.0,4277212.0
AFW,500k-1 million,1973.0,7.0,5229659.0
AFW,50k-100k,1973.0,95.0,6952982.0
AGO,100k-250k,1973.0,6.0,847052.0
AGO,500k-1 million,1973.0,1.0,923672.0
AGO,50k-100k,1973.0,6.0,449166.0
BDI,50k-100k,1973.0,1.0,73473.0
BEN,100k-250k,1973.0,1.0,170327.0
BEN,250k-500k,1973.0,1.0,330005.0
BFA,100k-250k,1973.0,1.0,103867.0
BFA,50k-100k,1973.0,2.0,126104.0
CAF,250k-500k,1973.0,1.0,340129.0
CIV,100k-250k,1973.0,1.0,151961.0
CIV,500k-1 million,1973.0,1.0,876490.0
CIV,50k-100k,1973.0,1.0,91232.0
CMR,100k-250k,1973.0,6.0,732112.0
CMR,250k-500k,1973.0,2.0,719265.0
CMR,50k-100k,1973.0,7.0,462977.0
COD,100k-250k,1973.0,16.0,2541702.0
COD,250k-500k,1973.0,3.0,1055989.0
COD,500k-1 million,1973.0,2.0,1754482.0
COD,50k-100k,1973.0,14.0,1062655.0
COG,250k-500k,1973.0,1.0,405051.0
COG,50k-100k,1973.0,2.0,142738.0
COM,50k-100k,1973.0,1.0,71693.0
CPV,50k-100k,1973.0,1.0,68414.0
ERI,100k-250k,1973.0,1.0,174494.0
ERI,250k-500k,1973.0,1.0,286288.0
ERI,50k-100k,1973.0,1.0,69871.0
ETH,100k-250k,1973.0,5.0,620324.0
ETH,500k-1 million,1973.0,1.0,796449.0
ETH,50k-100k,1973.0,20.0,1454868.0
GAB,50k-100k,1973.0,1.0,73377.0
GHA,100k-250k,1973.0,1.0,179671.0
GHA,250k-500k,1973.0,1.0,389812.0
GHA,500k-1 million,1973.0,1.0,802430.0
GHA,50k-100k,1973.0,3.0,234499.0
GIN,500k-1 million,1973.0,1.0,550580.0
GMB,50k-100k,1973.0,1.0,83846.0
GNB,50k-100k,1973.0,1.0,69383.0
KEN,100k-250k,1973.0,1.0,190787.0
KEN,250k-500k,1973.0,1.0,493451.0
MDG,250k-500k,1973.0,1.0,264792.0
MLI,250k-500k,1973.0,1.0,302044.0
MLI,50k-100k,1973.0,1.0,63774.0
MOZ,100k-250k,1973.0,2.0,215085.0
MOZ,250k-500k,1973.0,1.0,423141.0
MOZ,50k-100k,1973.0,3.0,229498.0
MUS,250k-500k,1973.0,1.0,406047.0
NER,100k-250k,1973.0,2.0,263825.0
NER,50k-100k,1973.0,2.0,158949.0
NGA,1-2.5 millions,1973.0,1.0,2369914.0
NGA,100k-250k,1973.0,28.0,4459597.0
NGA,250k-500k,1973.0,4.0,1231025.0
NGA,500k-1 million,1973.0,3.0,2141031.0
NGA,50k-100k,1973.0,56.0,4147250.0
SDN,100k-250k,1973.0,7.0,973293.0
SDN,500k-1 million,1973.0,1.0,782194.0
SDN,50k-100k,1973.0,22.0,1692723.0
SEN,100k-250k,1973.0,2.0,287040.0
SEN,250k-500k,1973.0,1.0,276269.0
SEN,500k-1 million,1973.0,1.0,859128.0
SEN,50k-100k,1973.0,6.0,469090.0
SLE,250k-500k,1973.0,1.0,283612.0
SLE,50k-100k,1973.0,4.0,287347.0
SOM,100k-250k,1973.0,4.0,621237.0
SOM,250k-500k,1973.0,1.0,381512.0
SOM,50k-100k,1973.0,3.0,249157.0
SSA,1-2.5 millions,1973.0,2.0,3501920.0
SSA,100k-250k,1973.0,93.0,14057943.0
SSA,250k-500k,1973.0,27.0,9236946.0
SSA,500k-1 million,1973.0,15.0,11492171.0
SSA,50k-100k,1973.0,177.0,13184169.0
SSD,100k-250k,1973.0,1.0,179332.0
SSD,50k-100k,1973.0,2.0,155050.0
TCD,100k-250k,1973.0,2.0,324516.0
TCD,50k-100k,1973.0,4.0,260671.0
TGO,100k-250k,1973.0,1.0,184677.0
TGO,50k-100k,1973.0,3.0,213331.0
TZA,50k-100k,1973.0,2.0,172577.0
UGA,500k-1 million,1973.0,1.0,566058.0
ZAF,1-2.5 millions,1973.0,1.0,1132006.0
ZAF,100k-250k,1973.0,3.0,538170.0
ZAF,250k-500k,1973.0,3.0,905301.0
ZAF,500k-1 million,1973.0,2.0,1439657.0
ZAF,50k-100k,1973.0,5.0,410331.0
ZMB,100k-250k,1973.0,2.0,298874.0
ZMB,50k-100k,1973.0,2.0,140125.0
ZWE,250k-500k,1973.0,2.0,743213.0
AFE,1-2.5 millions,1974.0,1.0,1156283.0
AFE,100k-250k,1974.0,52.0,7922111.0
AFE,250k-500k,1974.0,14.0,4934301.0
AFE,500k-1 million,1974.0,9.0,7064701.0
AFE,50k-100k,1974.0,78.0,6116545.0
AFW,1-2.5 millions,1974.0,1.0,2491182.0
AFW,100k-250k,1974.0,49.0,7391464.0
AFW,250k-500k,1974.0,14.0,4747955.0
AFW,500k-1 million,1974.0,8.0,6043458.0
AFW,50k-100k,1974.0,90.0,6723342.0
AGO,100k-250k,1974.0,6.0,895015.0
AGO,500k-1 million,1974.0,1.0,967830.0
AGO,50k-100k,1974.0,6.0,470640.0
BDI,50k-100k,1974.0,1.0,76473.0
BEN,100k-250k,1974.0,1.0,176145.0
BEN,250k-500k,1974.0,1.0,347145.0
BFA,100k-250k,1974.0,1.0,108037.0
BFA,50k-100k,1974.0,2.0,131297.0
CAF,250k-500k,1974.0,1.0,357818.0
CIV,100k-250k,1974.0,1.0,161407.0
CIV,500k-1 million,1974.0,1.0,950617.0
CIV,50k-100k,1974.0,1.0,95846.0
CMR,100k-250k,1974.0,6.0,773041.0
CMR,250k-500k,1974.0,2.0,766746.0
CMR,50k-100k,1974.0,7.0,479328.0
COD,100k-250k,1974.0,17.0,2741742.0
COD,250k-500k,1974.0,3.0,1092888.0
COD,500k-1 million,1974.0,2.0,1840282.0
COD,50k-100k,1974.0,13.0,1001490.0
COG,250k-500k,1974.0,1.0,420204.0
COG,500k-1 million,1974.0,1.0,537961.0
COG,50k-100k,1974.0,2.0,149150.0
COM,50k-100k,1974.0,1.0,75582.0
CPV,50k-100k,1974.0,1.0,70350.0
ERI,100k-250k,1974.0,1.0,178389.0
ERI,250k-500k,1974.0,1.0,296498.0
ERI,50k-100k,1974.0,1.0,72363.0
ETH,100k-250k,1974.0,6.0,748367.0
ETH,500k-1 million,1974.0,1.0,832675.0
ETH,50k-100k,1974.0,19.0,1418664.0
GAB,50k-100k,1974.0,1.0,80137.0
GHA,100k-250k,1974.0,1.0,184606.0
GHA,250k-500k,1974.0,1.0,402875.0
GHA,500k-1 million,1974.0,1.0,829320.0
GHA,50k-100k,1974.0,3.0,246341.0
GIN,500k-1 million,1974.0,1.0,582370.0
GMB,50k-100k,1974.0,1.0,88955.0
GNB,50k-100k,1974.0,1.0,73455.0
KEN,100k-250k,1974.0,1.0,197186.0
KEN,500k-1 million,1974.0,1.0,515885.99999999994
MDG,250k-500k,1974.0,1.0,276814.0
MLI,250k-500k,1974.0,1.0,322944.0
MLI,50k-100k,1974.0,1.0,66611.0
MOZ,100k-250k,1974.0,2.0,225405.0
MOZ,250k-500k,1974.0,1.0,444848.0
MOZ,50k-100k,1974.0,3.0,239440.0
MUS,250k-500k,1974.0,1.0,413061.0
NER,100k-250k,1974.0,2.0,278357.0
NER,50k-100k,1974.0,2.0,165952.0
NGA,1-2.5 millions,1974.0,1.0,2491182.0
NGA,100k-250k,1974.0,31.0,4777960.0
NGA,250k-500k,1974.0,5.0,1545936.0
NGA,500k-1 million,1974.0,3.0,2245086.0
NGA,50k-100k,1974.0,52.0,3898437.0
SDN,100k-250k,1974.0,9.0,1231766.0
SDN,500k-1 million,1974.0,1.0,826373.0
SDN,50k-100k,1974.0,20.0,1581689.0
SEN,100k-250k,1974.0,3.0,397507.0
SEN,250k-500k,1974.0,1.0,287605.0
SEN,500k-1 million,1974.0,1.0,898104.0
SEN,50k-100k,1974.0,5.0,387342.0
SLE,250k-500k,1974.0,1.0,296682.0
SLE,50k-100k,1974.0,4.0,297492.0
SOM,100k-250k,1974.0,4.0,647808.0
SOM,250k-500k,1974.0,1.0,411919.0
SOM,50k-100k,1974.0,3.0,259428.0
SSA,1-2.5 millions,1974.0,2.0,3647465.0
SSA,100k-250k,1974.0,101.0,15313575.0
SSA,250k-500k,1974.0,28.0,9682256.0
SSA,500k-1 million,1974.0,17.0,13108159.0
SSA,50k-100k,1974.0,168.0,12839887.0
SSD,100k-250k,1974.0,1.0,187930.0
SSD,50k-100k,1974.0,2.0,162792.0
TCD,100k-250k,1974.0,2.0,340254.0
TCD,50k-100k,1974.0,4.0,270386.0
TGO,100k-250k,1974.0,1.0,194150.0
TGO,50k-100k,1974.0,3.0,222263.0
TZA,250k-500k,1974.0,1.0,278706.0
TZA,50k-100k,1974.0,2.0,183273.0
UGA,500k-1 million,1974.0,1.0,585037.0
ZAF,1-2.5 millions,1974.0,1.0,1156283.0
ZAF,100k-250k,1974.0,3.0,557317.0
ZAF,250k-500k,1974.0,3.0,944351.0
ZAF,500k-1 million,1974.0,2.0,1496618.0
ZAF,50k-100k,1974.0,5.0,428942.0
ZMB,100k-250k,1974.0,2.0,311186.0
ZMB,50k-100k,1974.0,2.0,145769.0
ZWE,250k-500k,1974.0,2.0,775216.0
AFE,1-2.5 millions,1975.0,2.0,2216182.0
AFE,100k-250k,1975.0,56.0,8358344.0
AFE,250k-500k,1975.0,16.0,5652421.0
AFE,500k-1 million,1975.0,7.0,5325830.0
AFE,50k-100k,1975.0,141.0,9641353.0
AFW,100k-250k,1975.0,53.0,8088482.0
AFW,2.5-5 millions,1975.0,1.0,2612450.0
AFW,250k-500k,1975.0,14.0,4974567.0
AFW,500k-1 million,1975.0,7.0,5320876.0
AFW,50k-100k,1975.0,139.0,9572842.0
AGO,100k-250k,1975.0,6.0,942977.0
AGO,50k-100k,1975.0,10.0,713945.0
BDI,50k-100k,1975.0,2.0,136279.0
BEN,100k-250k,1975.0,1.0,181963.0
BEN,250k-500k,1975.0,1.0,364285.0
BFA,100k-250k,1975.0,1.0,112206.0
BFA,50k-100k,1975.0,2.0,136490.0
CAF,250k-500k,1975.0,1.0,375508.0
CIV,100k-250k,1975.0,2.0,271314.0
CIV,50k-100k,1975.0,1.0,65748.0
CMR,100k-250k,1975.0,7.0,914949.0
CMR,250k-500k,1975.0,2.0,814228.0
CMR,50k-100k,1975.0,12.0,747451.0
COD,1-2.5 millions,1975.0,1.0,1035622.0000000001
COD,100k-250k,1975.0,19.0,3047244.0
COD,250k-500k,1975.0,3.0,1129787.0
COD,500k-1 million,1975.0,1.0,890460.0
COD,50k-100k,1975.0,22.0,1439130.0
COG,250k-500k,1975.0,1.0,435357.0
COG,500k-1 million,1975.0,1.0,564284.0
COG,50k-100k,1975.0,2.0,155563.0
COM,50k-100k,1975.0,1.0,79470.0
CPV,50k-100k,1975.0,1.0,72286.0
ERI,100k-250k,1975.0,1.0,182284.0
ERI,250k-500k,1975.0,1.0,306709.0
ERI,50k-100k,1975.0,1.0,74855.0
ETH,100k-250k,1975.0,7.0,880653.0
ETH,500k-1 million,1975.0,1.0,868901.0
ETH,50k-100k,1975.0,45.0,2867819.0
GAB,50k-100k,1975.0,2.0,148736.0
GHA,100k-250k,1975.0,2.0,292763.0
GHA,250k-500k,1975.0,1.0,415938.0
GHA,500k-1 million,1975.0,1.0,856210.0
GHA,50k-100k,1975.0,5.0,326181.0
GIN,500k-1 million,1975.0,1.0,614161.0
GMB,50k-100k,1975.0,1.0,94064.0
GNB,50k-100k,1975.0,1.0,77527.0
KEN,100k-250k,1975.0,1.0,203586.0
KEN,500k-1 million,1975.0,1.0,538321.0
KEN,50k-100k,1975.0,1.0,79266.0
MDG,250k-500k,1975.0,1.0,288835.0
MLI,250k-500k,1975.0,1.0,343844.0
MLI,50k-100k,1975.0,1.0,69449.0
MOZ,100k-250k,1975.0,2.0,235724.0
MOZ,250k-500k,1975.0,1.0,466556.0
MOZ,50k-100k,1975.0,5.0,367140.0
MUS,250k-500k,1975.0,1.0,420076.0
NER,100k-250k,1975.0,3.0,396948.0
NER,50k-100k,1975.0,4.0,253175.0
NGA,100k-250k,1975.0,31.0,4947640.0
NGA,2.5-5 millions,1975.0,1.0,2612450.0
NGA,250k-500k,1975.0,5.0,1616713.0
NGA,500k-1 million,1975.0,3.0,2349141.0
NGA,50k-100k,1975.0,84.0,5815688.0
SDN,100k-250k,1975.0,10.0,1398124.0
SDN,500k-1 million,1975.0,1.0,870553.0
SDN,50k-100k,1975.0,31.0,2264720.0
SEN,100k-250k,1975.0,3.0,411083.0
SEN,250k-500k,1975.0,1.0,298941.0
SEN,500k-1 million,1975.0,1.0,937080.0
SEN,50k-100k,1975.0,7.0,521331.0
SLE,250k-500k,1975.0,1.0,309753.0
SLE,50k-100k,1975.0,4.0,307637.0
SOM,100k-250k,1975.0,3.0,420654.0
SOM,250k-500k,1975.0,2.0,696053.0
SOM,50k-100k,1975.0,8.0,545443.0
SSA,1-2.5 millions,1975.0,2.0,2216182.0
SSA,100k-250k,1975.0,109.0,16446826.0
SSA,2.5-5 millions,1975.0,1.0,2612450.0
SSA,250k-500k,1975.0,30.0,10626988.0
SSA,500k-1 million,1975.0,14.0,10646706.0
SSA,50k-100k,1975.0,280.0,19214195.0
SSD,100k-250k,1975.0,1.0,196527.0
SSD,50k-100k,1975.0,4.0,299815.0
TCD,100k-250k,1975.0,2.0,355993.0
TCD,50k-100k,1975.0,7.0,442278.0
TGO,100k-250k,1975.0,1.0,203623.0
TGO,50k-100k,1975.0,5.0,339238.0
TZA,250k-500k,1975.0,1.0,299151.0
TZA,50k-100k,1975.0,1.0,90586.0
UGA,500k-1 million,1975.0,1.0,604015.0
ZAF,1-2.5 millions,1975.0,1.0,1180560.0
ZAF,100k-250k,1975.0,4.0,527073.0
ZAF,250k-500k,1975.0,4.0,1238035.0
ZAF,500k-1 million,1975.0,2.0,1553580.0
ZAF,50k-100k,1975.0,8.0,531471.0
ZMB,100k-250k,1975.0,2.0,323498.0
ZMB,50k-100k,1975.0,2.0,151414.0
ZWE,250k-500k,1975.0,2.0,807219.0
AFE,1-2.5 millions,1976.0,4.0,4380885.0
AFE,100k-250k,1976.0,62.0,9032634.0
AFE,250k-500k,1976.0,15.0,5107499.0
AFE,500k-1 million,1976.0,7.0,5143410.0
AFE,50k-100k,1976.0,117.0,8348939.0
AFW,1-2.5 millions,1976.0,1.0,1125052.0
AFW,100k-250k,1976.0,56.0,8534364.0
AFW,2.5-5 millions,1976.0,1.0,2772900.0
AFW,250k-500k,1976.0,15.0,5471289.0
AFW,500k-1 million,1976.0,7.0,5649645.0
AFW,50k-100k,1976.0,132.0,9138966.0
AGO,1-2.5 millions,1976.0,1.0,1016738.0
AGO,100k-250k,1976.0,7.0,1108567.0
AGO,50k-100k,1976.0,9.0,638453.0
BDI,50k-100k,1976.0,2.0,153224.0
BEN,100k-250k,1976.0,1.0,188318.0
BEN,250k-500k,1976.0,1.0,392437.0
BFA,100k-250k,1976.0,2.0,226044.0
BFA,50k-100k,1976.0,1.0,61118.0
CAF,250k-500k,1976.0,1.0,386302.0
CIV,1-2.5 millions,1976.0,1.0,1125052.0
CIV,100k-250k,1976.0,2.0,286391.0
CIV,50k-100k,1976.0,1.0,67632.0
CMR,100k-250k,1976.0,7.0,928517.0
CMR,250k-500k,1976.0,2.0,881176.0
CMR,50k-100k,1976.0,12.0,759647.0
COD,1-2.5 millions,1976.0,1.0,1138717.0
COD,100k-250k,1976.0,19.0,2959933.0
COD,250k-500k,1976.0,4.0,1398182.0
COD,500k-1 million,1976.0,1.0,918999.0
COD,50k-100k,1976.0,21.0,1367559.0
COG,250k-500k,1976.0,1.0,421661.0
COG,500k-1 million,1976.0,1.0,597649.0
COG,50k-100k,1976.0,1.0,69389.0
COM,50k-100k,1976.0,1.0,81430.0
CPV,50k-100k,1976.0,1.0,73346.0
ERI,100k-250k,1976.0,1.0,183174.0
ERI,250k-500k,1976.0,1.0,307927.0
ERI,50k-100k,1976.0,1.0,72154.0
ETH,100k-250k,1976.0,7.0,894913.0
ETH,500k-1 million,1976.0,1.0,923628.0
ETH,50k-100k,1976.0,28.0,1931813.0
GAB,50k-100k,1976.0,1.0,61495.0
GHA,100k-250k,1976.0,2.0,301509.0
GHA,250k-500k,1976.0,1.0,428699.0
GHA,500k-1 million,1976.0,1.0,918482.0
GHA,50k-100k,1976.0,5.0,334800.0
GIN,500k-1 million,1976.0,1.0,629976.0
GNB,50k-100k,1976.0,1.0,85665.0
KEN,100k-250k,1976.0,1.0,222252.0
KEN,500k-1 million,1976.0,1.0,584514.0
KEN,50k-100k,1976.0,1.0,92870.0
MDG,250k-500k,1976.0,1.0,309596.0
MLI,250k-500k,1976.0,1.0,368809.0
MLI,50k-100k,1976.0,1.0,70087.0
MOZ,100k-250k,1976.0,2.0,248298.0
MOZ,50k-100k,1976.0,5.0,383936.0
MUS,250k-500k,1976.0,1.0,425169.0
NER,100k-250k,1976.0,3.0,416391.0
NER,50k-100k,1976.0,4.0,260723.0
NGA,100k-250k,1976.0,33.0,5171653.0
NGA,2.5-5 millions,1976.0,1.0,2772900.0
NGA,250k-500k,1976.0,6.0,1959841.0
NGA,500k-1 million,1976.0,3.0,2527591.0
NGA,50k-100k,1976.0,81.0,5664401.0
SDN,100k-250k,1976.0,13.0,1774825.0
SDN,500k-1 million,1976.0,1.0,977026.0
SDN,50k-100k,1976.0,28.0,2061217.0
SEN,100k-250k,1976.0,3.0,415839.0
SEN,250k-500k,1976.0,1.0,305214.0
SEN,500k-1 million,1976.0,1.0,975947.0
SEN,50k-100k,1976.0,7.0,528008.0
SLE,250k-500k,1976.0,1.0,327150.0
SLE,50k-100k,1976.0,4.0,313032.0
SOM,100k-250k,1976.0,4.0,566939.0
SOM,250k-500k,1976.0,2.0,726683.0
SOM,50k-100k,1976.0,7.0,497456.0
SSA,1-2.5 millions,1976.0,5.0,5505937.0
SSA,100k-250k,1976.0,118.0,17566998.0
SSA,2.5-5 millions,1976.0,1.0,2772900.0
SSA,250k-500k,1976.0,30.0,10578788.0
SSA,500k-1 million,1976.0,14.0,10793055.0
SSA,50k-100k,1976.0,249.0,17487905.0
SSD,100k-250k,1976.0,1.0,196770.0
SSD,50k-100k,1976.0,4.0,311548.0
TCD,100k-250k,1976.0,2.0,374307.0
TCD,50k-100k,1976.0,7.0,444294.0
TGO,100k-250k,1976.0,1.0,225395.0
TGO,50k-100k,1976.0,5.0,345329.0
TZA,100k-250k,1976.0,1.0,106701.0
TZA,250k-500k,1976.0,1.0,346978.0
TZA,50k-100k,1976.0,1.0,93714.0
UGA,500k-1 million,1976.0,1.0,618678.0
ZAF,1-2.5 millions,1976.0,2.0,2225430.0
ZAF,100k-250k,1976.0,4.0,552424.0
ZAF,250k-500k,1976.0,4.0,1270761.0
ZAF,500k-1 million,1976.0,1.0,609406.0
ZAF,50k-100k,1976.0,8.0,577897.0
ZMB,100k-250k,1976.0,2.0,217838.0
ZMB,50k-100k,1976.0,1.0,85668.0
ZWE,250k-500k,1976.0,1.0,322203.0
ZWE,500k-1 million,1976.0,1.0,511159.0
AFE,1-2.5 millions,1977.0,5.0,5633386.0
AFE,100k-250k,1977.0,70.0,10264055.0
AFE,250k-500k,1977.0,15.0,5054261.0
AFE,500k-1 million,1977.0,8.0,5439216.0
AFE,50k-100k,1977.0,109.0,7799166.0
AFW,1-2.5 millions,1977.0,1.0,1225360.0
AFW,100k-250k,1977.0,61.0,9125364.0
AFW,2.5-5 millions,1977.0,1.0,2933350.0
AFW,250k-500k,1977.0,15.0,5497647.0
AFW,500k-1 million,1977.0,7.0,5479445.0
AFW,50k-100k,1977.0,129.0,9038576.0
AGO,1-2.5 millions,1977.0,1.0,1021488.0
AGO,100k-250k,1977.0,7.0,1174927.0
AGO,50k-100k,1977.0,9.0,662192.0
BDI,100k-250k,1977.0,1.0,111180.0
BDI,50k-100k,1977.0,1.0,58990.0
BEN,100k-250k,1977.0,1.0,194674.0
BEN,250k-500k,1977.0,1.0,420588.0
BFA,100k-250k,1977.0,2.0,263594.0
BFA,50k-100k,1977.0,1.0,62033.0
CAF,250k-500k,1977.0,1.0,397097.0
CIV,1-2.5 millions,1977.0,1.0,1225360.0
CIV,100k-250k,1977.0,2.0,301468.0
CIV,50k-100k,1977.0,1.0,69516.0
CMR,100k-250k,1977.0,7.0,942085.0
CMR,250k-500k,1977.0,1.0,432281.0
CMR,500k-1 million,1977.0,1.0,515842.0
CMR,50k-100k,1977.0,12.0,771843.0
COD,1-2.5 millions,1977.0,1.0,1241812.0
COD,100k-250k,1977.0,19.0,3022887.0
COD,250k-500k,1977.0,3.0,912498.0
COD,500k-1 million,1977.0,2.0,1453278.0
COD,50k-100k,1977.0,21.0,1394062.0
COG,100k-250k,1977.0,1.0,130828.0
COG,250k-500k,1977.0,1.0,407966.0
COG,500k-1 million,1977.0,1.0,631014.0
COG,50k-100k,1977.0,1.0,67495.0
COM,50k-100k,1977.0,1.0,83390.0
CPV,50k-100k,1977.0,1.0,74406.0
ERI,100k-250k,1977.0,1.0,184065.0
ERI,250k-500k,1977.0,1.0,309146.0
ERI,50k-100k,1977.0,1.0,69453.0
ETH,100k-250k,1977.0,6.0,809575.0
