iso3cd,hazard,sector,subsector,climate_scenario,risk_metric_abbr,Loss,RP,pop,cap_stock_capita,gdp_capita,
AGO,Earthquake,Buildings,all,Existing climate,PML,1898654054.8,5000,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,1286319706.7,2500,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,765851926,1000,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,515773930.8,500,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,276514733.8,250,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,110663364.5,100,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,55341267.4,50,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,27272006.4,25,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,all,Existing climate,PML,"11,230,214",10,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,Commercial,Existing climate,AAL,"3,552,521",,30809791.94,8073.79506809977,3595.108737,"110,764,552,189"
AGO,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,"1,578,719",,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,"840,458",,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,Industrial,Existing climate,AAL,"772,322",,30809791.94,8073.79506809977,3595.108737,
AGO,Earthquake,Buildings,Low Income Class,Existing climate,AAL,"278,144",,30809791.94,8073.79506809977,3595.108737,
BDI,Earthquake,Buildings,all,Existing climate,PML,1865679783.8,5000,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,1389944904.4,2500,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,907585487.8,1000,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,641633916.3,500,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,358169164.8,250,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,147670411.1,100,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,74995042.8,50,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,37699918.9,25,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,all,Existing climate,PML,15128963.8,10,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,Commercial,Existing climate,AAL,3349419.9,,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,Low Income Class,Existing climate,AAL,2064277.3,,11175379.86,515.181158931071,283.788378,
BDI,Earthquake,Buildings,Industrial,Existing climate,AAL,990387.7,,11175379.86,515.181158931071,283.788378,
BEN,Earthquake,Buildings,all,Existing climate,PML,561825935.9,5000,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,353356403.5,2500,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,190745544,1000,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,119380158.2,500,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,62941937.5,250,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,25513839,100,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,12760049.4,50,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,6380807.5,25,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,all,Existing climate,PML,2392986.3,10,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,Commercial,Existing climate,AAL,861160.3,,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,Industrial,Existing climate,AAL,329491,,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,272317.7,,11485038.89,3540.86167484782,1154.438158,
BEN,Earthquake,Buildings,Low Income Class,Existing climate,AAL,95638.3,,11485038.89,3540.86167484782,1154.438158,
BFA,Earthquake,Buildings,all,Existing climate,PML,157339398.8,5000,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,95191470.7,2500,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,48903196,1000,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,29521630.8,500,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,15186768.1,250,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,5907026.5,100,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,3375609.1,50,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,1687859.7,25,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,all,Existing climate,PML,843943.6,10,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,Commercial,Existing climate,AAL,209435.3,,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,Industrial,Existing climate,AAL,108580.6,,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,34806.7,,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,Low Income Class,Existing climate,AAL,32340.3,,19751474.22,1941.55230026714,718.952071,
BFA,Earthquake,Buildings,Government,Existing climate,AAL,19491,,19751474.22,1941.55230026714,718.952071,
BWA,Earthquake,Buildings,all,Existing climate,PML,1621493526.8,5000,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,1243196660.7,2500,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,868034107.3,1000,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,656508432.2,500,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,383362212.7,250,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,153822165.5,100,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,76990959.9,50,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,38515480.4,25,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,all,Existing climate,PML,15265639.4,10,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,High Income Class,Existing climate,AAL,2524083.5,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Commercial,Existing climate,AAL,1817387.1,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,1697165.2,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,1552273.3,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Industrial,Existing climate,AAL,1155317.3,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Government,Existing climate,AAL,922028.2,,2254031.04,28552.3820637911,7174.239599,
BWA,Earthquake,Buildings,Low Income Class,Existing climate,AAL,82540.2,,2254031.04,28552.3820637911,7174.239599,
CAF,Earthquake,Buildings,all,Existing climate,PML,460013683.3,5000,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,316106661.9,2500,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,190414316.8,1000,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,129563658.4,500,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,70091082.7,250,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,27739312.4,100,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,13881399.7,50,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,7406339.6,25,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,all,Existing climate,PML,2778161.8,10,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,Commercial,Existing climate,AAL,981529.5,,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,Low Income Class,Existing climate,AAL,279433.8,,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,Industrial,Existing climate,AAL,235987.6,,4666373.55,2427.51710892702,412.678426,
CAF,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,156504.8,,4666373.55,2427.51710892702,412.678426,
CIV,Earthquake,Buildings,all,Existing climate,PML,875460207.9,5000,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,559767387.8,2500,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,309389342,1000,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,196901474.2,500,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,104650581.3,250,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,41716342.5,100,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,21270405.6,50,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,10636048.2,25,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,all,Existing climate,PML,4090987.9,10,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,Commercial,Existing climate,AAL,1229167.6,,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,881837.3,,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,Industrial,Existing climate,AAL,301624.5,,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,176395,,25069221.21,4073.40661586096,2246.114545,
CIV,Earthquake,Buildings,Low Income Class,Existing climate,AAL,79843.9,,25069221.21,4073.40661586096,2246.114545,
CMR,Earthquake,Buildings,all,Existing climate,PML,6618341397.5,5000,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,4610624220.1,2500,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,2831759680.6,1000,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,1944274313.5,500,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,1052830186.4,250,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,422977588,100,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,211798179.5,50,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,105570861.4,25,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,all,Existing climate,PML,42246827.9,10,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,Commercial,Existing climate,AAL,13350749.2,,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,Industrial,Existing climate,AAL,6085520.5,,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,4723143,,25216291.98,4391.77957244739,1382.053697,
CMR,Earthquake,Buildings,Low Income Class,Existing climate,AAL,1856843,,25216291.98,4391.77957244739,1382.053697,
COD,Earthquake,Buildings,all,Existing climate,PML,9337505158,5000,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,6570358696.9,2500,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,4074408895.8,1000,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,2812655571.6,500,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,1518921105,250,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,612000382.3,100,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,306298303.6,50,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,153328757.4,25,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,all,Existing climate,PML,61543221.6,10,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,Commercial,Existing climate,AAL,19350642.4,,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,Industrial,Existing climate,AAL,6576587.4,,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,Low Income Class,Existing climate,AAL,5627670.3,,84068097.13,1152.46353769463,506.655585,
COD,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,1699062.5,,84068097.13,1152.46353769463,506.655585,
COG,Earthquake,Buildings,all,Existing climate,PML,1031065701,5000,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,719885724.9,2500,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,445387920.1,1000,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,308170515.8,500,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,167936974.7,250,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,67590379.2,100,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,33803692.7,50,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,16447164.8,25,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,all,Existing climate,PML,6396598.2,10,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Commercial,Existing climate,AAL,1493701.9,,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Industrial,Existing climate,AAL,1164883.3,,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,862637.3,,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Government,Existing climate,AAL,330728.1,,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Low Income Class,Existing climate,AAL,285205.5,,5244365.35,18049.5764685156,1800.00183,
COG,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,155038.2,,5244365.35,18049.5764685156,1800.00183,
COM,Earthquake,Buildings,all,Existing climate,PML,709058838.3,5000,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,477419777.6,2500,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,277681727,1000,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,182834883.1,500,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,96902909.2,250,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,39371936.4,100,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,19734616.7,50,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,9879515.6,25,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,all,Existing climate,PML,4119437.7,10,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,Commercial,Existing climate,AAL,1097949.1,,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,633077.5,,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,Industrial,Existing climate,AAL,403886.5,,832322.28,7275.6471179205,1310.280223,
COM,Earthquake,Buildings,Low Income Class,Existing climate,AAL,181656.8,,832322.28,7275.6471179205,1310.280223,
CPV,Earthquake,Buildings,all,Existing climate,PML,62094353.2,5000,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,39118676,2500,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,21601688.2,1000,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,13614412.6,500,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,7213294.2,250,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,3207483.9,100,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,1604057.2,50,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,802107.5,25,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Commercial,Existing climate,AAL,72217.8,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,44443,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Industrial,Existing climate,AAL,36207.5,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,20115.2,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Government,Existing climate,AAL,13404.6,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,Low Income Class,Existing climate,AAL,4107.5,,543764.49,11694.652549919,3331.687278,
CPV,Earthquake,Buildings,all,Existing climate,PML,0,10,543764.49,11694.652549919,3331.687278,
ERI,Earthquake,Buildings,all,Existing climate,PML,340685491.2,5000,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,232627976.4,2500,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,138702487.3,1000,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,93260451,500,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,49688314.5,250,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,20109038.6,100,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,9664783.4,50,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,4835269,25,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,all,Existing climate,PML,1612396.4,10,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,608151.7,,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,Commercial,Existing climate,AAL,461168.1,,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,Industrial,Existing climate,AAL,111311.6,,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,Low Income Class,Existing climate,AAL,94251.7,,3452809.82,1832.50509759178,636.88092,
ERI,Earthquake,Buildings,Government,Existing climate,AAL,29736.9,,3452809.82,1832.50509759178,636.88092,
ETH,Earthquake,Buildings,all,Existing climate,PML,7688805480.3,5000,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,5187381396,2500,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,3059871981.6,1000,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,2041151425.1,500,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,1083475957.8,250,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,434679800.2,100,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,217140922.3,50,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,109006950.3,25,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,all,Existing climate,PML,43614233.3,10,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,13288328.5,,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,Commercial,Existing climate,AAL,8691836,,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,Industrial,Existing climate,AAL,3267349.8,,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,Low Income Class,Existing climate,AAL,2370914,,109224414.02,1832.50509759178,726.9864,
ETH,Earthquake,Buildings,Government,Existing climate,AAL,706656.1,,109224414.02,1832.50509759178,726.9864,
GAB,Earthquake,Buildings,all,Existing climate,PML,265761289.2,5000,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,184898053.7,2500,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,113761708.2,1000,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,78589711.2,500,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,43381910.2,250,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,17178507.8,100,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,9042382.4,50,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,4521486.4,25,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,all,Existing climate,PML,1808665.4,10,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,379932.4,,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,Commercial,Existing climate,AAL,280017.7,,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,High Income Class,Existing climate,AAL,177315.9,,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,157651.6,,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,Industrial,Existing climate,AAL,75330.3,,2119274.28,22512.987547753,7014.814133,
GAB,Earthquake,Buildings,Low Income Class,Existing climate,AAL,7739.3,,2119274.28,22512.987547753,7014.814133,
GHA,Earthquake,Buildings,all,Existing climate,PML,2326052476.9,5000,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,1390443770.3,2500,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,701946593.9,1000,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,417740723.5,500,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,216793579.8,250,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,87078690.2,100,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,43544846.3,50,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,21362997.8,25,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,all,Existing climate,PML,9038514.6,10,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,Commercial,Existing climate,AAL,2845445.9,,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,1335295.9,,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,Industrial,Existing climate,AAL,1069214.2,,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,Middle Income Class,Existing climate,AAL,386973.4,,29767115.07,8787.5895342391,1995.278754,
GHA,Earthquake,Buildings,Low Income Class,Existing climate,AAL,177510.9,,29767115.07,8787.5895342391,1995.278754,
GIN,Earthquake,Buildings,all,Existing climate,PML,554496857.3,5000,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,352358855.4,2500,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,193102048.6,1000,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,122388102.4,500,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,64542993.1,250,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,26212610.6,100,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,13109937.5,50,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,6555877.2,25,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,all,Existing climate,PML,2809884.2,10,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,Commercial,Existing climate,AAL,855840.8,,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,255217,,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,Low Income Class,Existing climate,AAL,191582,,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,Industrial,Existing climate,AAL,146841.8,,12414290.37,2545.01660732719,920.964167,
GIN,Earthquake,Buildings,Government,Existing climate,AAL,84883.1,,12414290.37,2545.01660732719,920.964167,
GMB,Earthquake,Buildings,all,Existing climate,PML,28929514.1,5000,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,19325250.9,2500,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,11292046.8,1000,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,7265290.3,500,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,4038995.3,250,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,1616416,100,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,808344.4,50,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,Commercial,Existing climate,AAL,66839.7,,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,Industrial,Existing climate,AAL,15730.7,,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,Low Income Class,Existing climate,AAL,9380.8,,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,Low-Middle Income Class,Existing climate,AAL,8680.2,,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,0,10,2280092.17,1594.45095530779,692.631359,
GMB,Earthquake,Buildings,all,Existing climate,PML,0,25,2280092.17,1594.45095530779,692.631359,
GNB,Earthquake,Buildings,all,Existing climate,PML,34971971.7,5000,1874306.09,993.116007318511,650.112237,
