iso3cd,hazard,sector,subsector,climate_scenario,risk_metric_abbr,Loss,RP,pop,cap_stock_capita,gdp_capita,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1518300.5,5000,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1405330.4,2500,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1284880.3,1000,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1211579.5,500,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1150785.2,250,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,1082715.9,100,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,970961.8,50,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,698686.9,25,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,PML,341697.4,10,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Roads,Existing climate,AAL,159253.9,,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,2012.8,5000,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1818.3,2500,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1618.7,1000,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1503.4,500,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1411,250,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1313.5,100,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,1171.2,50,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,840.6,25,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,PML,408.7,10,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Bridges,Existing climate,AAL,190.2,,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,0,,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,15008224.69,1832.50509759179,103.939833,
SOM,Flood,Roads and Railways,Tunnels,Existing climate,AAL,0,,15008224.69,1832.50509759179,103.939833,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,467380.7,5000,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,451440.5,2500,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,432679.6,1000,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,420056.9,500,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,408649.9,250,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,393964.1,100,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,357455.8,50,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,258372.4,25,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,PML,126559.8,10,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Roads,Existing climate,AAL,58941.2,,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,3848.8,5000,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,3632.4,2500,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,3392,1000,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,3239,500,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,3106.8,250,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,2951.7,100,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,2659.2,50,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,1918.5,25,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,PML,942.2,10,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Bridges,Existing climate,AAL,440,,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,0,,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,10975937.51,1645,531.10827,
SSD,Flood,Roads and Railways,Tunnels,Existing climate,AAL,0,,10975937.51,1645,531.10827,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,1107565.9,5000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,1033658,2500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,953557.4,1000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,904002.1,500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,862327.9,250,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,814737.7,100,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,732466.3,50,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,691871.3,5000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,650924,2500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,605742.3,1000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,577268.7,500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,552936.5,250,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,528494.8,25,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,524482.8,100,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,472123.7,50,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,340361,25,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,259356.1,10,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,PML,166849.5,10,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,163526.3,5000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,153902.9,2500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,143267.8,1000,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,136554.3,500,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,130810.3,250,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,124083.2,100,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,121185.2,,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,111711.7,50,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,80579.8,25,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Roads,Existing climate,AAL,77811.1,,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,PML,39543.6,10,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Bridges,Existing climate,AAL,18457.5,,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,1136272.63,8536.14276744284,3771.740395,
SWZ,Flood,Roads and Railways,Tunnels,Existing climate,AAL,0,,1136272.63,8536.14276744284,3771.740395,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,664642.1,5000,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,636826.3,2500,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,604740.8,1000,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,583586.2,500,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,564800.5,250,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,541431.7,100,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,489929.6,50,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,354048.5,25,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,PML,173826.9,10,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Roads,Existing climate,AAL,81106,,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,5227,5000,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,4912.8,2500,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,4565.7,1000,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,4346.4,500,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,4159.8,250,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,3941.4,100,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,3546,50,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,2558.3,25,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,PML,1257.6,10,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Bridges,Existing climate,AAL,587.4,,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,0,,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,15477723.46,1738.40963629396,705.889484,
TCD,Flood,Roads and Railways,Tunnels,Existing climate,AAL,0,,15477723.46,1738.40963629396,705.889484,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,461092.3,250,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,461092.3,500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,461092.3,1000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,461092.3,2500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,461092.3,5000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,459379.7,100,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,423028.6,50,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,365517.1,5000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,363311.8,2500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,360457.4,1000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,358345,500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,356272.6,250,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,352329.4,100,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,323402.2,50,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,302788.4,25,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,232411.7,25,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,140653.4,10,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,PML,110146,10,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,62835,,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Roads,Existing climate,AAL,50019.9,,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,40789.3,5000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,39368.2,2500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,37695.9,1000,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,36570.3,500,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,35552.1,250,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,34245.9,100,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,31059.7,50,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,22456.7,25,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,PML,11015.7,10,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Bridges,Existing climate,AAL,5135.5,,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,7889091.39,2725.86796041649,817.751294,
TGO,Flood,Roads and Railways,Tunnels,Existing climate,AAL,0,,7889091.39,2725.86796041649,817.751294,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,5063336,5000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,4749681.3,2500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,4406068.7,1000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,4191107,500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,4067440.2,5000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,4008582.9,250,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,3797104.3,100,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,3791274,2500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,3493335.7,1000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,3416603.4,50,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,3309818.4,500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,3156033.6,250,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,2981044.4,100,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,2678078.4,50,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,2463832.7,25,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,1927751.7,25,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,1208095.9,10,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,PML,942376.6,10,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,563738.6,,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Roads,Existing climate,AAL,438834.1,,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,226558.3,5000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,209722,2500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,191818,1000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,180951.6,500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,171959.4,250,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,161909.3,100,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,145251,50,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,104487.4,25,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,56764.2,5000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,54022.1,2500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,PML,51023,10,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,50912,1000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,48896.2,500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,47132.7,250,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,44993.5,100,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,40636.3,50,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,29358.7,25,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Bridges,Existing climate,AAL,23754.4,,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,PML,14425.3,10,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,6736.7,,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,100,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,250,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,1000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,2500,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,34,5000,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,31,50,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,22,25,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,PML,10,10,56313449.59,3314.17299208207,1042.98771692291,
TZA,Flood,Roads and Railways,Tunnels,Existing climate,AAL,4.6,,56313449.59,3314.17299208207,1042.98771692291,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,963459,5000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,925422.9,2500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,881272.6,1000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,851981,500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,825825.3,250,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,792959.4,100,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,718020.8,50,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,596238.5,5000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,568984.7,2500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,537349.7,1000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,518759.1,25,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,516361.6,500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,497621.1,250,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,474426.5,100,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,428204.9,50,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,310081.1,25,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,PML,254453.4,10,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,153786.1,10,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Roads,Existing climate,AAL,118621.7,,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tracks,Existing climate,AAL,72286.8,,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,52341,5000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,49624.9,2500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,46582.4,1000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,44634.8,500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,42948.1,250,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,40932.1,100,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,36931.2,50,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,26643.6,25,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,16034.5,5000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,PML,13054.9,10,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,11426.9,2500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,7391.1,1000,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Bridges,Existing climate,AAL,6084.1,,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,5404.7,500,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,4035.3,250,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,2856.7,100,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,2195.1,50,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,1500,25,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,PML,758.2,10,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Tunnels,Existing climate,AAL,384.9,,42729028.35,1823.11514837431,781.67343,
UGA,Flood,Roads and Railways,Railway Tunnels,Existing climate,AAL,0,,42729028.35,1823.11514837431,781.67343,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,161857107.9,5000,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,150985961.3,2500,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,139210784.8,1000,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,131928185,500,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,125804236.2,250,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,118810159.3,100,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,106726132.4,50,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Roads,Existing climate,PML,76852914.7,25,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,76829306.3,5000,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,72937081.8,2500,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,68544780.4,1000,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,65712747.3,500,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,63245143.2,250,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,60274603.8,100,57792522.32,20160.6078518514,5636.264413,
ZAF,Flood,Roads and Railways,Railway Tracks,Existing climate,PML,54387397.7,50,57792522.32,20160.6078518514,5636.264413,
