ISO_A3,ghsl_year,ghsl_type,flood_type,return_period,fathom_year,ftm3_ghsl_total_built_s_km2,ftm3_ghsl_new_built_s_km2,ftm3_ghsl_rate_built_s_%
KEN,2020,built_s,COASTAL_DEFENDED,1in10,2020,0.1342829,0.031676486,0.055283716
KEN,2020,built_s,COASTAL_DEFENDED,1in100,2020,0.14031014,0.033232674,0.055548502
KEN,2020,built_s,COASTAL_DEFENDED,1in5,2020,0.1165085,0.027823783,0.056092036
KEN,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,23.868187,7.975546,0.084737542
KEN,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,96.3821,29.399284,0.075490546
KEN,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,7.0838556,2.5844111,0.09502027
LSO,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.18702817,,
LSO,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.9277294,,
LSO,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.0420572,,
LSO,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.22337276,0.036344588,0.036154774
LSO,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.1046743,0.17694491,0.035529768
LSO,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.0504628,0.0084056,0.03711329
LSO,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.28187734,0.05850458,0.047625338
LSO,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.3767406,0.27206624,0.045017518
LSO,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.06325194,0.012789141,0.046213946
LSO,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.3571434,0.07526606,0.04847118
LSO,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.7107671,0.33402658,0.044402154
LSO,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.080681205,0.017429262,0.049880093
LSO,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.39328146,0.036138058,0.019464641
LSO,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.9062612,0.19549406,0.021876235
LSO,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.08751051,0.006829307,0.016383403
LSO,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.4514065,0.05812505,0.027952085
LSO,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.1762269,0.26996565,0.026843724
LSO,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.099905565,0.012395054,0.026847369
LSO,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.5030372,0.051630706,0.021895431
LSO,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.378767,0.20254016,0.017957274
LSO,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.11194612,0.012040556,0.023019415
LSO,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.5772669,0.07422966,0.027910509
LSO,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.6554859,0.27671885,0.02225306
LSO,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.12969014,0.01774402,0.029863295
LSO,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.69674927,0.1194824,0.038340945
LSO,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.048194,0.39270806,0.027968291
LSO,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.15976937,0.03007923,0.042599031
LSO,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.95274323,0.25599396,0.064583836
LSO,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.7931988,0.7450049,0.044702421
LSO,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.22994211,0.07017274,0.075536108
LBR,1975,built_s,COASTAL_DEFENDED,1in10,2020,0.17488351,,
LBR,1975,built_s,COASTAL_DEFENDED,1in100,2020,0.18192975,,
LBR,1975,built_s,COASTAL_DEFENDED,1in5,2020,0.16880731,,
LBR,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.83669394,,
LBR,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.000498,,
LBR,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.41206908,,
LBR,1980,built_s,COASTAL_DEFENDED,1in10,2020,0.19952506,0.024641544,0.026714551
LBR,1980,built_s,COASTAL_DEFENDED,1in100,2020,0.20775747,0.02582772,0.026905756
LBR,1980,built_s,COASTAL_DEFENDED,1in5,2020,0.19283444,0.024027124,0.026972146
LBR,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.0777919,0.24109799,0.051946522
LBR,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.829285,0.82878685,0.049989276
LBR,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.53764665,0.12557757,0.054642769
LBR,1985,built_s,COASTAL_DEFENDED,1in10,2020,0.22883955,0.029314488,0.027795524
LBR,1985,built_s,COASTAL_DEFENDED,1in100,2020,0.2386778,0.030920327,0.028137209
LBR,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.22147419,0.028639749,0.028081876
LBR,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.4033858,0.32559383,0.054213144
LBR,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,4.9421363,1.1128514,0.052348076
LBR,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.7068473,0.16920066,0.056247599
LBR,1990,built_s,COASTAL_DEFENDED,1in10,2020,0.272023,0.043183446,0.035177709
LBR,1990,built_s,COASTAL_DEFENDED,1in100,2020,0.2839877,0.0453099,0.035374587
LBR,1990,built_s,COASTAL_DEFENDED,1in5,2020,0.26383364,0.042359456,0.035622351
LBR,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.7928139,0.38942814,0.050199078
LBR,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,6.2898226,1.3476863,0.049408877
LBR,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.9108965,0.20404917,0.052031359
LBR,1995,built_s,COASTAL_DEFENDED,1in10,2020,0.2888374,0.01681441,0.012067709
LBR,1995,built_s,COASTAL_DEFENDED,1in100,2020,0.3009477,0.016959995,0.011668663
LBR,1995,built_s,COASTAL_DEFENDED,1in5,2020,0.28059906,0.016765416,0.012397822
LBR,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.8723555,0.079541564,0.00871996
LBR,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,6.554036,0.26421356,0.008263591
LBR,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.95405185,0.043155372,0.00930075
LBR,2000,built_s,COASTAL_DEFENDED,1in10,2020,0.31457412,0.02573672,0.017217711
LBR,2000,built_s,COASTAL_DEFENDED,1in100,2020,0.32684007,0.025892377,0.016643881
LBR,2000,built_s,COASTAL_DEFENDED,1in5,2020,0.30628684,0.025687784,0.017673399
LBR,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.9735407,0.1011852,0.010581986
LBR,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,6.898892,0.3448558,0.010308721
LBR,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.00875,0.05469811,0.011212217
LBR,2005,built_s,COASTAL_DEFENDED,1in10,2020,0.36186874,0.047294617,0.028408388
LBR,2005,built_s,COASTAL_DEFENDED,1in100,2020,0.37605807,0.049218,0.02845176
LBR,2005,built_s,COASTAL_DEFENDED,1in5,2020,0.35265633,0.046369493,0.028595612
LBR,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.2175474,0.24400675,0.023588432
LBR,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,7.860114,0.9612222,0.02643133
LBR,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.120442,0.11169207,0.021224377
LBR,2010,built_s,COASTAL_DEFENDED,1in10,2020,0.4195032,0.057634473,0.029999094
LBR,2010,built_s,COASTAL_DEFENDED,1in100,2020,0.4362109,0.06015283,0.030121186
LBR,2010,built_s,COASTAL_DEFENDED,1in5,2020,0.40915954,0.056503206,0.030168335
LBR,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.5556004,0.338053,0.028783529
LBR,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,9.213226,1.3531122,0.032277777
LBR,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.276538,0.15609598,0.026428903
LBR,2015,built_s,COASTAL_DEFENDED,1in10,2020,0.48284954,0.06334633,0.028526082
LBR,2015,built_s,COASTAL_DEFENDED,1in100,2020,0.5026191,0.06640819,0.028746791
LBR,2015,built_s,COASTAL_DEFENDED,1in5,2020,0.47112814,0.061968595,0.028606517
LBR,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.9291017,0.3735013,0.027657273
LBR,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,10.722067,1.5088406,0.030797502
LBR,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.4499462,0.17340815,0.025802204
LBR,2020,built_s,COASTAL_DEFENDED,1in10,2020,0.49663222,0.01378268,0.005644797
LBR,2020,built_s,COASTAL_DEFENDED,1in100,2020,0.51720124,0.014582157,0.005736276
LBR,2020,built_s,COASTAL_DEFENDED,1in5,2020,0.48446146,0.013333321,0.005597168
LBR,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.153218,0.22411633,0.014854795
LBR,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,11.564248,0.8421812,0.015237794
LBR,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.5617573,0.11181116,0.01496796
MDG,1975,built_s,COASTAL_DEFENDED,1in10,2020,0.9423664,,
MDG,1975,built_s,COASTAL_DEFENDED,1in100,2020,1.319277,,
MDG,1975,built_s,COASTAL_DEFENDED,1in5,2020,0.27861202,,
MDG,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.6512017,,
MDG,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,14.493075,,
MDG,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.273881,,
MDG,1980,built_s,COASTAL_DEFENDED,1in10,2020,1.0896239,0.1472575,0.029464488
MDG,1980,built_s,COASTAL_DEFENDED,1in100,2020,1.5299331,0.21065605,0.030071298
MDG,1980,built_s,COASTAL_DEFENDED,1in5,2020,0.35755622,0.078944206,0.051160182
MDG,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,6.0976925,1.4464908,0.055650291
MDG,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,18.921268,4.428193,0.054770413
MDG,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.986764,0.712883,0.056055234
MDG,1985,built_s,COASTAL_DEFENDED,1in10,2020,1.2766722,0.18704832,0.032192158
MDG,1985,built_s,COASTAL_DEFENDED,1in100,2020,1.8010223,0.2710892,0.033164146
MDG,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.46525702,0.107700795,0.054070649
MDG,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8.18154,2.083847,0.060556734
MDG,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,25.269201,6.347933,0.059566579
MDG,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4.021103,1.034339,0.061277249
MDG,1990,built_s,COASTAL_DEFENDED,1in10,2020,1.496995,0.22032273,0.032352913
MDG,1990,built_s,COASTAL_DEFENDED,1in100,2020,2.1216755,0.3206532,0.033313193
MDG,1990,built_s,COASTAL_DEFENDED,1in5,2020,0.59192413,0.12666711,0.049336129
MDG,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,10.64309,2.4615507,0.054014402
MDG,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,32.643127,7.373926,0.052543495
MDG,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5.2397733,1.2186704,0.054371015
MDG,1995,built_s,COASTAL_DEFENDED,1in10,2020,1.5926899,0.0956949,0.012470028
MDG,1995,built_s,COASTAL_DEFENDED,1in100,2020,2.2368362,0.1151607,0.010627333
MDG,1995,built_s,COASTAL_DEFENDED,1in5,2020,0.6605314,0.06860727,0.022175543
MDG,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,11.290277,0.6471863,0.011876156
MDG,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,34.96707,2.323944,0.013849532
MDG,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5.554216,0.31444263,0.011724011
MDG,2000,built_s,COASTAL_DEFENDED,1in10,2020,1.703568,0.11087811,0.013551107
MDG,2000,built_s,COASTAL_DEFENDED,1in100,2020,2.3712704,0.13443422,0.011741078
MDG,2000,built_s,COASTAL_DEFENDED,1in5,2020,0.7417858,0.08125442,0.023474469
MDG,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,12.120994,0.8307171,0.014300712
MDG,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,37.854496,2.8874245,0.015995171
MDG,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5.956152,0.40193605,0.01407157
MDG,2005,built_s,COASTAL_DEFENDED,1in10,2020,1.80727,0.10370207,0.011888641
MDG,2005,built_s,COASTAL_DEFENDED,1in100,2020,2.508449,0.13717866,0.011311249
MDG,2005,built_s,COASTAL_DEFENDED,1in5,2020,0.801911,0.060125172,0.015709521
MDG,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,13.221817,1.1008234,0.017537881
MDG,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,41.348183,3.4936867,0.017812532
MDG,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,6.4832535,0.5271015,0.017104207
MDG,2010,built_s,COASTAL_DEFENDED,1in10,2020,1.9369838,0.12971377,0.013959447
MDG,2010,built_s,COASTAL_DEFENDED,1in100,2020,2.6831572,0.17470813,0.013556981
MDG,2010,built_s,COASTAL_DEFENDED,1in5,2020,0.88362634,0.081715345,0.019596887
MDG,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,14.839647,1.6178303,0.023355412
MDG,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,46.297394,4.949211,0.022869024
MDG,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,7.2581944,0.77494097,0.022838617
MDG,2015,built_s,COASTAL_DEFENDED,1in10,2020,2.0688775,0.13189363,0.013261989
MDG,2015,built_s,COASTAL_DEFENDED,1in100,2020,2.8661873,0.18303013,0.013285171
MDG,2015,built_s,COASTAL_DEFENDED,1in5,2020,0.9690111,0.085384786,0.018619586
MDG,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,16.856974,2.0173264,0.025820096
MDG,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,52.269215,5.971821,0.024561154
MDG,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,8.215916,0.95772123,0.025098216
MDG,2020,built_s,COASTAL_DEFENDED,1in10,2020,2.1948693,0.12599182,0.01189344
MDG,2020,built_s,COASTAL_DEFENDED,1in100,2020,3.054509,0.18832159,0.012808568
MDG,2020,built_s,COASTAL_DEFENDED,1in5,2020,1.0638131,0.09480196,0.018843117
MDG,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,19.219257,2.3622837,0.026576683
MDG,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,58.673656,6.404442,0.02338591
MDG,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,9.351452,1.1355362,0.026229775
MWI,1975,built_s,COASTAL_DEFENDED,1in10,2020,0,,
MWI,1975,built_s,COASTAL_DEFENDED,1in100,2020,0,,
MWI,1975,built_s,COASTAL_DEFENDED,1in5,2020,0,,
MWI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.7411368,,
MWI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,4.0519514,,
MWI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.2855917,,
MWI,1980,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,1980,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,1980,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.97971433,0.23857754,0.057402212
MWI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,5.4418616,1.3899102,0.06075883
MWI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.38411126,0.09851956,0.061065748
MWI,1985,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,1985,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,1985,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.3516665,0.37195212,0.066483198
MWI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,7.5624423,2.1205807,0.068028688
MWI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.5405548,0.15644357,0.070721547
MWI,1990,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,1990,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,1990,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.8142825,0.4626161,0.060637738
MWI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,10.188865,2.6264224,0.061433383
MWI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.7311216,0.19056678,0.062257903
MWI,1995,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,1995,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,1995,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.9787686,0.16448605,0.017508434
MWI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,11.094737,0.90587234,0.01718101
MWI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.80010974,0.068988144,0.018197403
MWI,2000,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,2000,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,2000,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.198248,0.21947932,0.021260018
MWI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,12.329469,1.2347317,0.021328545
MWI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.8947688,0.09465903,0.022615225
MWI,2005,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,2005,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,2005,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.5285509,0.33030295,0.028392743
MWI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,14.212036,1.8825674,0.028827093
MWI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.0332688,0.13850003,0.029201709
MWI,2010,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,2010,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,2010,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.0194983,0.49094748,0.036126125
MWI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,17.002783,2.7907467,0.036508194
MWI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.24019,0.20692122,0.037182029
MWI,2015,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,2015,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,2015,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.697188,0.67768955,0.041327525
MWI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,20.673672,3.670889,0.03987114
MWI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.528965,0.28877497,0.042753989
MWI,2020,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
MWI,2020,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
MWI,2020,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
MWI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.7073655,1.0101776,0.04949719
MWI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,25.68916,5.0154877,0.044399028
MWI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.9898906,0.46092558,0.054110972
MLI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.0222974,,
MLI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,23.510736,,
MLI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.3947418,,
MLI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,5.5391674,1.51687,0.06609048
MLI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,31.502026,7.991289,0.060265054
MLI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.9962174,0.6014756,0.074342613
MLI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7.6664844,2.127317,0.067161992
MLI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,42.61711,11.115086,0.062304712
MLI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.8442578,0.84804046,0.073376863
MLI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,10.215762,2.5492778,0.059094964
MLI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,55.670994,13.053883,0.054894414
MLI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3.8771627,1.0329049,0.063920092
MLI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,11.496095,1.2803326,0.023896156
MLI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,63.71748,8.046486,0.027367729
MLI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4.3023043,0.42514157,0.021027453
MLI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,13.210543,1.714448,0.028191634
MLI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,74.265366,10.547886,0.03111131
MLI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4.8766756,0.57437134,0.02537931
MLI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,15.098345,1.8878021,0.027074002
MLI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,84.981155,10.71579,0.027323597
MLI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5.6223154,0.7456398,0.028864692
MLI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,17.518318,2.4199734,0.030178813
MLI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,98.835365,13.85421,0.03066599
MLI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,6.5818753,0.9595599,0.032017095
MLI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,20.03032,2.512001,0.027162346
MLI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,113.40441,14.569046,0.027882595
MLI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,7.5672154,0.9853401,0.028293967
MLI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,21.456703,1.426384,0.013853074
MLI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,121.79489,8.39048,0.014378007
MLI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,8.081216,0.5140004,0.013230186
MRT,1975,built_s,COASTAL_DEFENDED,1in10,2020,0.039822783,,
MRT,1975,built_s,COASTAL_DEFENDED,1in100,2020,0.046832584,,
MRT,1975,built_s,COASTAL_DEFENDED,1in5,2020,0.03420023,,
MRT,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.17598972,,
MRT,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.0633793,,
MRT,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.03685325,,
MRT,1980,built_s,COASTAL_DEFENDED,1in10,2020,0.04158533,0.001762547,0.00869928
MRT,1980,built_s,COASTAL_DEFENDED,1in100,2020,0.048816837,0.001984254,0.00833376
MRT,1980,built_s,COASTAL_DEFENDED,1in5,2020,0.03572744,0.001527213,0.008775636
MRT,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.21615513,0.04016541,0.041971052
MRT,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.4725554,0.4091761,0.036843928
MRT,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.045724116,0.008870866,0.044080315
MRT,1985,built_s,COASTAL_DEFENDED,1in10,2020,0.043511808,0.001926478,0.00909812
MRT,1985,built_s,COASTAL_DEFENDED,1in100,2020,0.050993405,0.002176568,0.008762374
MRT,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.037404053,0.001676612,0.009214188
MRT,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.26855356,0.05239843,0.044366844
MRT,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.0168765,0.54432106,0.040596346
MRT,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.055681065,0.009956948,0.04018944
MRT,1990,built_s,COASTAL_DEFENDED,1in10,2020,0.045726795,0.002214987,0.009979899
MRT,1990,built_s,COASTAL_DEFENDED,1in100,2020,0.053461295,0.002467889,0.009497134
