,ISO3,year,RP,SSP,Future_RP,EP,Future_EP,mult,xmax_2050_RP5-10-100
168,BEN,2085.0,5.0,SSP1-2.6,3.48,0.2,0.28735632183908044,1.4367816091954022,39.64321110009911
169,BEN,2085.0,10.0,SSP1-2.6,6.43,0.1,0.15552099533437014,1.5552099533437014,19.821605550049554
170,BEN,2085.0,100.0,SSP1-2.6,52.64,0.01,0.018996960486322188,1.8996960486322187,1.9821605550049552
171,BEN,2085.0,5.0,SSP2-4.5,2.78,0.2,0.3597122302158274,1.7985611510791368,39.64321110009911
172,BEN,2085.0,10.0,SSP2-4.5,4.96,0.1,0.20161290322580647,2.0161290322580645,19.821605550049554
173,BEN,2085.0,100.0,SSP2-4.5,34.06,0.01,0.02935995302407516,2.935995302407516,1.9821605550049552
174,BEN,2085.0,5.0,SSP3-7.0,2.11,0.2,0.47393364928909953,2.3696682464454977,39.64321110009911
175,BEN,2085.0,10.0,SSP3-7.0,3.46,0.1,0.28901734104046245,2.8901734104046244,19.821605550049554
176,BEN,2085.0,100.0,SSP3-7.0,18.76,0.01,0.053304904051172705,5.330490405117271,1.9821605550049552
177,BEN,2085.0,5.0,SSP5-8.5,1.97,0.2,0.5076142131979695,2.5380710659898473,39.64321110009911
178,BEN,2085.0,10.0,SSP5-8.5,3.19,0.1,0.31347962382445144,3.134796238244514,19.821605550049554
179,BEN,2085.0,100.0,SSP5-8.5,15.62,0.01,0.06402048655569782,6.402048655569782,1.9821605550049552
180,BFA,2025.0,5.0,SSP1-1.9,3.71,0.2,0.2695417789757412,1.347708894878706,39.64321110009911
181,BFA,2025.0,10.0,SSP1-1.9,7.22,0.1,0.13850415512465375,1.3850415512465375,19.821605550049554
182,BFA,2025.0,100.0,SSP1-1.9,64.35,0.01,0.015540015540015542,1.5540015540015542,1.9821605550049552
183,BFA,2025.0,5.0,SSP1-2.6,3.52,0.2,0.2840909090909091,1.4204545454545454,39.64321110009911
184,BFA,2025.0,10.0,SSP1-2.6,6.62,0.1,0.1510574018126888,1.510574018126888,19.821605550049554
185,BFA,2025.0,100.0,SSP1-2.6,54.89,0.01,0.018218254691200583,1.8218254691200582,1.9821605550049552
186,BFA,2025.0,5.0,SSP2-4.5,3.34,0.2,0.29940119760479045,1.4970059880239521,39.64321110009911
187,BFA,2025.0,10.0,SSP2-4.5,6.33,0.1,0.1579778830963665,1.5797788309636651,19.821605550049554
188,BFA,2025.0,100.0,SSP2-4.5,51.42,0.01,0.019447685725398678,1.9447685725398678,1.9821605550049552
189,BFA,2025.0,5.0,SSP3-7.0,3.51,0.2,0.2849002849002849,1.4245014245014245,39.64321110009911
190,BFA,2025.0,10.0,SSP3-7.0,6.64,0.1,0.15060240963855423,1.5060240963855422,19.821605550049554
191,BFA,2025.0,100.0,SSP3-7.0,55.77,0.01,0.01793078716155639,1.793078716155639,1.9821605550049552
